

   TLevel      Time           dt       Iter    ItCum
    565  0.58700000E+01  0.100000E-01    5     2635
    566  0.58800000E+01  0.100000E-01    4     2639
    567  0.58900000E+01  0.100000E-01    4     2643
    568  0.59000000E+01  0.100000E-01    4     2647
    569  0.59100000E+01  0.100000E-01    5     2652
    570  0.59200000E+01  0.100000E-01    6     2658
    571  0.59300000E+01  0.100000E-01    5     2663
    572  0.59400000E+01  0.100000E-01    4     2667
    573  0.59500000E+01  0.100000E-01    5     2672
    574  0.59600000E+01  0.100000E-01    5     2677
    575  0.59700000E+01  0.100000E-01    8     2685
    576  0.59800000E+01  0.100000E-01    4     2689
    577  0.59900000E+01  0.100000E-01    4     2693
    578  0.60000000E+01  0.100000E-01    4     2697
    579  0.60100000E+01  0.100000E-01    4     2701
    580  0.60200000E+01  0.100000E-01    4     2705
    581  0.60300000E+01  0.100000E-01    5     2710
    582  0.60400000E+01  0.100000E-01   11     2721
    583  0.60500000E+01  0.100000E-01   10     2731
    584  0.60600000E+01  0.100000E-01    5     2736
    585  0.60700000E+01  0.100000E-01    5     2741
    586  0.60800000E+01  0.100000E-01    4     2745
    587  0.60900000E+01  0.100000E-01    4     2749
    588  0.61000000E+01  0.100000E-01    4     2753
    589  0.61100000E+01  0.100000E-01    4     2757
    590  0.61200000E+01  0.100000E-01    4     2761
    591  0.61300000E+01  0.100000E-01    4     2765
    592  0.61400000E+01  0.100000E-01    4     2769
    593  0.61500000E+01  0.100000E-01    4     2773
    594  0.61600000E+01  0.100000E-01    4     2777
    595  0.61700000E+01  0.100000E-01    5     2782
    596  0.61800000E+01  0.100000E-01    5     2787
    597  0.61900000E+01  0.100000E-01    4     2791
    598  0.62000000E+01  0.100000E-01    4     2795
    599  0.62100000E+01  0.100000E-01    4     2799
    600  0.62200000E+01  0.100000E-01    4     2803
    601  0.62300000E+01  0.100000E-01    5     2808
    602  0.62400000E+01  0.100000E-01    6     2814
    603  0.62500000E+01  0.100000E-01    7     2821
    604  0.62600000E+01  0.100000E-01    4     2825
    605  0.62700000E+01  0.100000E-01    4     2829
    606  0.62800000E+01  0.100000E-01    5     2834
    607  0.62900000E+01  0.100000E-01    5     2839
    608  0.63000000E+01  0.100000E-01    5     2844
    609  0.63100000E+01  0.100000E-01    4     2848
    610  0.63200000E+01  0.100000E-01    4     2852
    611  0.63300000E+01  0.100000E-01    4     2856
    612  0.63400000E+01  0.100000E-01    4     2860
    613  0.63500000E+01  0.100000E-01    4     2864
    614  0.63600000E+01  0.100000E-01    4     2868
    615  0.63700000E+01  0.100000E-01    4     2872
    616  0.63800000E+01  0.100000E-01    5     2877
    617  0.63900000E+01  0.100000E-01    7     2884
    618  0.64000000E+01  0.100000E-01    6     2890
    619  0.64100000E+01  0.100000E-01    5     2895
    620  0.64200000E+01  0.100000E-01    6     2901
    621  0.64300000E+01  0.100000E-01    4     2905
    622  0.64400000E+01  0.100000E-01    5     2910
    623  0.64500000E+01  0.100000E-01    5     2915
    624  0.64600000E+01  0.100000E-01    5     2920
    625  0.64700000E+01  0.100000E-01    6     2926
    626  0.64800000E+01  0.100000E-01    5     2931
    627  0.64900000E+01  0.100000E-01    4     2935
    628  0.65000000E+01  0.100000E-01    5     2940
    629  0.65100000E+01  0.100000E-01    5     2945
    630  0.65200000E+01  0.100000E-01    4     2949
    631  0.65300000E+01  0.100000E-01    4     2953
    632  0.65400000E+01  0.100000E-01    5     2958
    633  0.65500000E+01  0.100000E-01    5     2963
    634  0.65600000E+01  0.100000E-01    4     2967
    635  0.65700000E+01  0.100000E-01    6     2973
    636  0.65800000E+01  0.100000E-01    5     2978
    637  0.65900000E+01  0.100000E-01    5     2983
    638  0.66000000E+01  0.100000E-01    6     2989
    639  0.66100000E+01  0.100000E-01    5     2994
    640  0.66200000E+01  0.100000E-01    6     3000
    641  0.66300000E+01  0.100000E-01    4     3004
    642  0.66400000E+01  0.100000E-01    4     3008
    643  0.66500000E+01  0.100000E-01    4     3012
    644  0.66600000E+01  0.100000E-01    4     3016
    645  0.66700000E+01  0.100000E-01    4     3020
    646  0.66800000E+01  0.100000E-01    4     3024
    647  0.66900000E+01  0.100000E-01    4     3028
    648  0.67000000E+01  0.100000E-01    4     3032
    649  0.67100000E+01  0.100000E-01    4     3036
    650  0.67200000E+01  0.100000E-01    4     3040
    651  0.67300000E+01  0.100000E-01    4     3044
    652  0.67400000E+01  0.100000E-01    4     3048
    653  0.67500000E+01  0.100000E-01    4     3052
    654  0.67600000E+01  0.100000E-01    4     3056
    655  0.67700000E+01  0.100000E-01    4     3060
    656  0.67800000E+01  0.100000E-01    4     3064
    657  0.67900000E+01  0.100000E-01    4     3068
    658  0.68000000E+01  0.100000E-01    5     3073
    659  0.68100000E+01  0.100000E-01    5     3078
    660  0.68200000E+01  0.100000E-01    6     3084
    661  0.68300000E+01  0.100000E-01    7     3091
    662  0.68400000E+01  0.100000E-01    5     3096
    663  0.68500000E+01  0.100000E-01    4     3100
    664  0.68600000E+01  0.100000E-01    4     3104
    665  0.68700000E+01  0.100000E-01    4     3108
    666  0.68800000E+01  0.100000E-01    4     3112
    667  0.68900000E+01  0.100000E-01    4     3116
    668  0.69000000E+01  0.100000E-01    4     3120
    669  0.69100000E+01  0.100000E-01    4     3124
    670  0.69200000E+01  0.100000E-01    5     3129
    671  0.69300000E+01  0.100000E-01    5     3134
    672  0.69400000E+01  0.100000E-01    5     3139
    673  0.69500000E+01  0.100000E-01    4     3143
    674  0.69600000E+01  0.100000E-01    4     3147
    675  0.69700000E+01  0.100000E-01    4     3151
    676  0.69800000E+01  0.100000E-01    4     3155
    677  0.69900000E+01  0.100000E-01    4     3159
    678  0.70000000E+01  0.100000E-01    4     3163
    679  0.70100000E+01  0.100000E-01    4     3167
    680  0.70200000E+01  0.100000E-01    4     3171
    681  0.70300000E+01  0.100000E-01    4     3175
    682  0.70400000E+01  0.100000E-01    4     3179
    683  0.70500000E+01  0.100000E-01    4     3183
    684  0.70600000E+01  0.100000E-01    4     3187
    685  0.70700000E+01  0.100000E-01    4     3191
    686  0.70800000E+01  0.100000E-01    4     3195
    687  0.70900000E+01  0.100000E-01    4     3199
    688  0.71000000E+01  0.100000E-01    4     3203
    689  0.71100000E+01  0.100000E-01    4     3207
    690  0.71200000E+01  0.100000E-01    4     3211
    691  0.71300000E+01  0.100000E-01    4     3215
    692  0.71400000E+01  0.100000E-01    4     3219
    693  0.71500000E+01  0.100000E-01    4     3223
    694  0.71600000E+01  0.100000E-01    4     3227
    695  0.71700000E+01  0.100000E-01    5     3232
    696  0.71800000E+01  0.100000E-01    8     3240
    697  0.71900000E+01  0.100000E-01    5     3245
    698  0.72000000E+01  0.100000E-01    5     3250
    699  0.72100000E+01  0.100000E-01    5     3255
    700  0.72200000E+01  0.100000E-01    6     3261
    701  0.72300000E+01  0.100000E-01    5     3266
    702  0.72400000E+01  0.100000E-01    6     3272
    703  0.72500000E+01  0.100000E-01    4     3276
    704  0.72600000E+01  0.100000E-01    4     3280
    705  0.72700000E+01  0.100000E-01    4     3284
    706  0.72800000E+01  0.100000E-01    4     3288
    707  0.72900000E+01  0.100000E-01    4     3292
    708  0.73000000E+01  0.100000E-01    4     3296
    709  0.73100000E+01  0.100000E-01    4     3300
    710  0.73200000E+01  0.100000E-01    4     3304
    711  0.73300000E+01  0.100000E-01    4     3308
    712  0.73400000E+01  0.100000E-01    4     3312
    713  0.73500000E+01  0.100000E-01    5     3317
    714  0.73600000E+01  0.100000E-01    5     3322
    715  0.73700000E+01  0.100000E-01    6     3328
    716  0.73800000E+01  0.100000E-01    5     3333
    717  0.73900000E+01  0.100000E-01    5     3338
    718  0.74000000E+01  0.100000E-01    4     3342
    719  0.74100000E+01  0.100000E-01    4     3346
    720  0.74200000E+01  0.100000E-01    4     3350
    721  0.74300000E+01  0.100000E-01    4     3354
    722  0.74400000E+01  0.100000E-01    4     3358
    723  0.74500000E+01  0.100000E-01    4     3362
    724  0.74600000E+01  0.100000E-01    4     3366
    725  0.74700000E+01  0.100000E-01    4     3370
    726  0.74800000E+01  0.100000E-01    5     3375
    727  0.74900000E+01  0.100000E-01    5     3380
    728  0.75000000E+01  0.100000E-01    5     3385
    729  0.75100000E+01  0.100000E-01    5     3390
    730  0.75200000E+01  0.100000E-01    6     3396
    731  0.75300000E+01  0.100000E-01    5     3401
    732  0.75400000E+01  0.100000E-01    5     3406
    733  0.75500000E+01  0.100000E-01    6     3412
    734  0.75600000E+01  0.100000E-01    5     3417
    735  0.75700000E+01  0.100000E-01    6     3423
    736  0.75800000E+01  0.100000E-01    5     3428
    737  0.75900000E+01  0.100000E-01    4     3432
    738  0.76000000E+01  0.100000E-01    4     3436
    739  0.76100000E+01  0.100000E-01    4     3440
    740  0.76200000E+01  0.100000E-01    4     3444
    741  0.76300000E+01  0.100000E-01    4     3448
    742  0.76400000E+01  0.100000E-01    5     3453
    743  0.76500000E+01  0.100000E-01    6     3459
    744  0.76600000E+01  0.100000E-01    4     3463
    745  0.76700000E+01  0.100000E-01    4     3467
    746  0.76800000E+01  0.100000E-01    4     3471
    747  0.76900000E+01  0.100000E-01    4     3475
    748  0.77000000E+01  0.100000E-01    5     3480
    749  0.77100000E+01  0.100000E-01    4     3484
    750  0.77200000E+01  0.100000E-01    5     3489
    751  0.77300000E+01  0.100000E-01    5     3494
    752  0.77400000E+01  0.100000E-01    4     3498
    753  0.77500000E+01  0.100000E-01    5     3503
    754  0.77600000E+01  0.100000E-01    6     3509
    755  0.77700000E+01  0.100000E-01    4     3513
    756  0.77800000E+01  0.100000E-01    4     3517
    757  0.77900000E+01  0.100000E-01    4     3521
    758  0.78000000E+01  0.100000E-01    4     3525
    759  0.78100000E+01  0.100000E-01    4     3529
    760  0.78200000E+01  0.100000E-01    5     3534
    761  0.78300000E+01  0.100000E-01    5     3539
    762  0.78400000E+01  0.100000E-01    4     3543
    763  0.78500000E+01  0.100000E-01    4     3547
    764  0.78600000E+01  0.100000E-01    5     3552
    765  0.78700000E+01  0.100000E-01    5     3557
    766  0.78800000E+01  0.100000E-01    5     3562
    767  0.78900000E+01  0.100000E-01    4     3566
    768  0.79000000E+01  0.100000E-01    4     3570
    769  0.79100000E+01  0.100000E-01    4     3574
    770  0.79200000E+01  0.100000E-01    4     3578
    771  0.79300000E+01  0.100000E-01    4     3582
    772  0.79400000E+01  0.100000E-01    4     3586
    773  0.79500000E+01  0.100000E-01    4     3590
    774  0.79600000E+01  0.100000E-01    5     3595
    775  0.79700000E+01  0.100000E-01    5     3600
    776  0.79800000E+01  0.100000E-01    4     3604
    777  0.79900000E+01  0.100000E-01    4     3608
    778  0.80000000E+01  0.100000E-01    4     3612
    779  0.80100000E+01  0.100000E-01    4     3616
    780  0.80200000E+01  0.100000E-01    4     3620
    781  0.80300000E+01  0.100000E-01    4     3624
    782  0.80400000E+01  0.100000E-01    4     3628
    783  0.80500000E+01  0.100000E-01    5     3633
    784  0.80600000E+01  0.100000E-01    6     3639
    785  0.80700000E+01  0.100000E-01    4     3643
    786  0.80800000E+01  0.100000E-01    4     3647
    787  0.80900000E+01  0.100000E-01    4     3651
    788  0.81000000E+01  0.100000E-01    4     3655
    789  0.81100000E+01  0.100000E-01    4     3659
    790  0.81200000E+01  0.100000E-01    4     3663
    791  0.81300000E+01  0.100000E-01    5     3668
    792  0.81400000E+01  0.100000E-01    5     3673
    793  0.81500000E+01  0.100000E-01    6     3679
    794  0.81600000E+01  0.100000E-01    5     3684
    795  0.81700000E+01  0.100000E-01    5     3689
    796  0.81800000E+01  0.100000E-01    4     3693
    797  0.81900000E+01  0.100000E-01    4     3697
    798  0.82000000E+01  0.100000E-01    4     3701
    799  0.82100000E+01  0.100000E-01    4     3705
    800  0.82200000E+01  0.100000E-01    4     3709
    801  0.82300000E+01  0.100000E-01    4     3713
    802  0.82400000E+01  0.100000E-01    4     3717
    803  0.82500000E+01  0.100000E-01    4     3721
    804  0.82600000E+01  0.100000E-01    4     3725
    805  0.82700000E+01  0.100000E-01    5     3730
    806  0.82800000E+01  0.100000E-01    6     3736
    807  0.82900000E+01  0.100000E-01    4     3740
    808  0.83000000E+01  0.100000E-01    4     3744
    809  0.83100000E+01  0.100000E-01    4     3748
    810  0.83200000E+01  0.100000E-01    5     3753
    811  0.83300000E+01  0.100000E-01    5     3758
    812  0.83400000E+01  0.100000E-01    4     3762
    813  0.83500000E+01  0.100000E-01    4     3766
    814  0.83600000E+01  0.100000E-01    4     3770
    815  0.83700000E+01  0.100000E-01    5     3775
    816  0.83800000E+01  0.100000E-01    6     3781
    817  0.83900000E+01  0.100000E-01    4     3785
    818  0.84000000E+01  0.100000E-01    5     3790
    819  0.84100000E+01  0.100000E-01    5     3795
    820  0.84200000E+01  0.100000E-01    4     3799
    821  0.84300000E+01  0.100000E-01    4     3803
    822  0.84400000E+01  0.100000E-01    5     3808
    823  0.84500000E+01  0.100000E-01    6     3814
    824  0.84600000E+01  0.100000E-01    4     3818
    825  0.84700000E+01  0.100000E-01    4     3822
    826  0.84800000E+01  0.100000E-01    5     3827
    827  0.84900000E+01  0.100000E-01    6     3833
    828  0.85000000E+01  0.100000E-01    4     3837
    829  0.85100000E+01  0.100000E-01    4     3841
    830  0.85200000E+01  0.100000E-01    4     3845
    831  0.85300000E+01  0.100000E-01    4     3849
    832  0.85400000E+01  0.100000E-01    5     3854
    833  0.85500000E+01  0.100000E-01    5     3859
    834  0.85600000E+01  0.100000E-01    6     3865
    835  0.85700000E+01  0.100000E-01    5     3870
    836  0.85800000E+01  0.100000E-01    4     3874
    837  0.85900000E+01  0.100000E-01    4     3878
    838  0.86000000E+01  0.100000E-01    5     3883
    839  0.86100000E+01  0.100000E-01    5     3888
    840  0.86200000E+01  0.100000E-01    5     3893
    841  0.86300000E+01  0.100000E-01    5     3898
    842  0.86400000E+01  0.100000E-01    6     3904
    843  0.86500000E+01  0.100000E-01    6     3910
    844  0.86600000E+01  0.100000E-01    4     3914
    845  0.86700000E+01  0.100000E-01    4     3918
    846  0.86800000E+01  0.100000E-01    4     3922
    847  0.86900000E+01  0.100000E-01    4     3926
    848  0.87000000E+01  0.100000E-01    5     3931
    849  0.87100000E+01  0.100000E-01    6     3937
    850  0.87200000E+01  0.100000E-01    4     3941
    851  0.87300000E+01  0.100000E-01    4     3945
    852  0.87400000E+01  0.100000E-01    5     3950
    853  0.87500000E+01  0.100000E-01    5     3955
    854  0.87600000E+01  0.100000E-01    5     3960
    855  0.87700000E+01  0.100000E-01    5     3965
    856  0.87800000E+01  0.100000E-01    5     3970
    857  0.87900000E+01  0.100000E-01    5     3975
    858  0.88000000E+01  0.100000E-01    5     3980
    859  0.88100000E+01  0.100000E-01    4     3984
    860  0.88200000E+01  0.100000E-01    4     3988
    861  0.88300000E+01  0.100000E-01    4     3992
    862  0.88400000E+01  0.100000E-01    4     3996
    863  0.88500000E+01  0.100000E-01    4     4000
    864  0.88600000E+01  0.100000E-01    4     4004
    865  0.88700000E+01  0.100000E-01    5     4009
    866  0.88800000E+01  0.100000E-01    6     4015
    867  0.88900000E+01  0.100000E-01    5     4020
    868  0.89000000E+01  0.100000E-01    4     4024
    869  0.89100000E+01  0.100000E-01    4     4028
    870  0.89200000E+01  0.100000E-01    4     4032
    871  0.89300000E+01  0.100000E-01    4     4036
    872  0.89400000E+01  0.100000E-01    5     4041
    873  0.89500000E+01  0.100000E-01    6     4047
    874  0.89600000E+01  0.100000E-01    5     4052
    875  0.89700000E+01  0.100000E-01    5     4057
    876  0.89800000E+01  0.100000E-01    5     4062
    877  0.89900000E+01  0.100000E-01    6     4068
    878  0.90000000E+01  0.100000E-01    4     4072
    879  0.90100000E+01  0.100000E-01    4     4076
    880  0.90200000E+01  0.100000E-01    4     4080
    881  0.90300000E+01  0.100000E-01    4     4084
    882  0.90400000E+01  0.100000E-01    4     4088
    883  0.90500000E+01  0.100000E-01    4     4092
    884  0.90600000E+01  0.100000E-01    4     4096
    885  0.90700000E+01  0.100000E-01    4     4100
    886  0.90800000E+01  0.100000E-01    4     4104
    887  0.90900000E+01  0.100000E-01    5     4109
    888  0.91000000E+01  0.100000E-01    5     4114
    889  0.91100000E+01  0.100000E-01    5     4119
    890  0.91200000E+01  0.100000E-01    4     4123
    891  0.91300000E+01  0.100000E-01    4     4127
    892  0.91400000E+01  0.100000E-01    4     4131
    893  0.91500000E+01  0.100000E-01    4     4135
    894  0.91600000E+01  0.100000E-01    4     4139
    895  0.91700000E+01  0.100000E-01    4     4143
    896  0.91800000E+01  0.100000E-01    4     4147
    897  0.91900000E+01  0.100000E-01    4     4151
    898  0.92000000E+01  0.100000E-01    4     4155
    899  0.92100000E+01  0.100000E-01    5     4160
    900  0.92200000E+01  0.100000E-01    6     4166
    901  0.92300000E+01  0.100000E-01    7     4173
    902  0.92400000E+01  0.100000E-01    4     4177
    903  0.92500000E+01  0.100000E-01    4     4181
    904  0.92600000E+01  0.100000E-01    5     4186
    905  0.92700000E+01  0.100000E-01    5     4191
    906  0.92800000E+01  0.100000E-01    6     4197
    907  0.92900000E+01  0.100000E-01    4     4201
    908  0.93000000E+01  0.100000E-01    4     4205
    909  0.93100000E+01  0.100000E-01    4     4209
    910  0.93200000E+01  0.100000E-01    4     4213
    911  0.93300000E+01  0.100000E-01    4     4217
    912  0.93400000E+01  0.100000E-01    4     4221
    913  0.93500000E+01  0.100000E-01    4     4225
    914  0.93600000E+01  0.100000E-01    4     4229
    915  0.93700000E+01  0.100000E-01    4     4233
    916  0.93800000E+01  0.100000E-01    4     4237
    917  0.93900000E+01  0.100000E-01    4     4241
    918  0.94000000E+01  0.100000E-01    4     4245
    919  0.94100000E+01  0.100000E-01    4     4249
    920  0.94200000E+01  0.100000E-01    4     4253
    921  0.94300000E+01  0.100000E-01    4     4257
    922  0.94400000E+01  0.100000E-01    4     4261
    923  0.94500000E+01  0.100000E-01    4     4265
    924  0.94600000E+01  0.100000E-01    5     4270
    925  0.94700000E+01  0.100000E-01    5     4275
    926  0.94800000E+01  0.100000E-01    7     4282
    927  0.94900000E+01  0.100000E-01    5     4287
    928  0.95000000E+01  0.100000E-01    9     4296
    929  0.95100000E+01  0.100000E-01    4     4300
    930  0.95200000E+01  0.100000E-01    5     4305
    931  0.95300000E+01  0.100000E-01    5     4310
    932  0.95400000E+01  0.100000E-01    5     4315
    933  0.95500000E+01  0.100000E-01    5     4320
    934  0.95600000E+01  0.100000E-01    5     4325
    935  0.95700000E+01  0.100000E-01    7     4332
    936  0.95800000E+01  0.100000E-01    5     4337
    937  0.95900000E+01  0.100000E-01    4     4341
    938  0.96000000E+01  0.100000E-01    4     4345
    939  0.96100000E+01  0.100000E-01    4     4349
    940  0.96200000E+01  0.100000E-01    5     4354
    941  0.96300000E+01  0.100000E-01    5     4359
    942  0.96400000E+01  0.100000E-01    4     4363
    943  0.96500000E+01  0.100000E-01    4     4367
    944  0.96600000E+01  0.100000E-01    5     4372
    945  0.96700000E+01  0.100000E-01    5     4377
    946  0.96800000E+01  0.100000E-01    5     4382
    947  0.96900000E+01  0.100000E-01    5     4387
    948  0.97000000E+01  0.100000E-01    6     4393
    949  0.97100000E+01  0.100000E-01    5     4398
    950  0.97200000E+01  0.100000E-01    5     4403
    951  0.97300000E+01  0.100000E-01    5     4408
    952  0.97400000E+01  0.100000E-01    5     4413
    953  0.97500000E+01  0.100000E-01    5     4418
    954  0.97600000E+01  0.100000E-01    6     4424
    955  0.97700000E+01  0.100000E-01    4     4428
    956  0.97800000E+01  0.100000E-01    4     4432
    957  0.97900000E+01  0.100000E-01    4     4436
    958  0.98000000E+01  0.100000E-01    4     4440
    959  0.98100000E+01  0.100000E-01    4     4444
    960  0.98200000E+01  0.100000E-01    4     4448
    961  0.98300000E+01  0.100000E-01    4     4452
    962  0.98400000E+01  0.100000E-01    4     4456
    963  0.98500000E+01  0.100000E-01    5     4461
    964  0.98600000E+01  0.100000E-01    5     4466
    965  0.98700000E+01  0.100000E-01    7     4473
    966  0.98800000E+01  0.100000E-01    5     4478
    967  0.98900000E+01  0.100000E-01    5     4483
    968  0.99000000E+01  0.100000E-01    6     4489
    969  0.99100000E+01  0.100000E-01    4     4493
    970  0.99200000E+01  0.100000E-01    4     4497
    971  0.99300000E+01  0.100000E-01    4     4501
    972  0.99400000E+01  0.100000E-01    4     4505
    973  0.99500000E+01  0.100000E-01    4     4509
    974  0.99600000E+01  0.100000E-01    4     4513
    975  0.99700000E+01  0.100000E-01    4     4517
    976  0.99800000E+01  0.100000E-01    5     4522
    977  0.99900000E+01  0.100000E-01    5     4527
    978  0.10000000E+02  0.100000E-01    8     4535
    979  0.10010000E+02  0.100000E-01    4     4539
    980  0.10020000E+02  0.100000E-01    4     4543
    981  0.10030000E+02  0.100000E-01    4     4547
    982  0.10040000E+02  0.100000E-01    4     4551
    983  0.10050000E+02  0.100000E-01    4     4555
    984  0.10060000E+02  0.100000E-01    4     4559
    985  0.10070000E+02  0.100000E-01    4     4563
    986  0.10080000E+02  0.100000E-01    5     4568
    987  0.10090000E+02  0.100000E-01    6     4574
    988  0.10100000E+02  0.100000E-01    4     4578
    989  0.10110000E+02  0.100000E-01    4     4582
    990  0.10120000E+02  0.100000E-01    4     4586
    991  0.10130000E+02  0.100000E-01    4     4590
    992  0.10140000E+02  0.100000E-01    4     4594
    993  0.10150000E+02  0.100000E-01    4     4598
    994  0.10160000E+02  0.100000E-01    5     4603
    995  0.10170000E+02  0.100000E-01    5     4608
    996  0.10180000E+02  0.100000E-01    4     4612
    997  0.10190000E+02  0.100000E-01    4     4616
    998  0.10200000E+02  0.100000E-01    4     4620
    999  0.10210000E+02  0.100000E-01    4     4624
   1000  0.10220000E+02  0.100000E-01    4     4628
   1001  0.10230000E+02  0.100000E-01    4     4632
   1002  0.10240000E+02  0.100000E-01    4     4636
   1003  0.10250000E+02  0.100000E-01    4     4640
   1004  0.10260000E+02  0.100000E-01    4     4644
   1005  0.10270000E+02  0.100000E-01    4     4648
   1006  0.10280000E+02  0.100000E-01    4     4652
   1007  0.10290000E+02  0.100000E-01    4     4656
   1008  0.10300000E+02  0.100000E-01    4     4660
   1009  0.10310000E+02  0.100000E-01    4     4664
   1010  0.10320000E+02  0.100000E-01    4     4668
   1011  0.10330000E+02  0.100000E-01    4     4672
   1012  0.10340000E+02  0.100000E-01    4     4676
   1013  0.10350000E+02  0.100000E-01    5     4681
   1014  0.10360000E+02  0.100000E-01    5     4686
   1015  0.10370000E+02  0.100000E-01    9     4695
   1016  0.10380000E+02  0.100000E-01    5     4700
   1017  0.10390000E+02  0.100000E-01    5     4705
   1018  0.10400000E+02  0.100000E-01    6     4711
   1019  0.10410000E+02  0.100000E-01    4     4715
   1020  0.10420000E+02  0.100000E-01    5     4720
   1021  0.10430000E+02  0.100000E-01    5     4725
   1022  0.10440000E+02  0.100000E-01    5     4730
   1023  0.10450000E+02  0.100000E-01    4     4734
   1024  0.10460000E+02  0.100000E-01    4     4738
   1025  0.10470000E+02  0.100000E-01    4     4742
   1026  0.10480000E+02  0.100000E-01    4     4746
   1027  0.10490000E+02  0.100000E-01    4     4750
   1028  0.10500000E+02  0.100000E-01    4     4754
   1029  0.10510000E+02  0.100000E-01    4     4758
   1030  0.10520000E+02  0.100000E-01    4     4762
   1031  0.10530000E+02  0.100000E-01    4     4766
   1032  0.10540000E+02  0.100000E-01    5     4771
   1033  0.10550000E+02  0.100000E-01    7     4778
   1034  0.10560000E+02  0.100000E-01    7     4785
   1035  0.10570000E+02  0.100000E-01    5     4790
   1036  0.10580000E+02  0.100000E-01    5     4795
   1037  0.10590000E+02  0.100000E-01    4     4799
   1038  0.10600000E+02  0.100000E-01    4     4803
   1039  0.10610000E+02  0.100000E-01    4     4807
   1040  0.10620000E+02  0.100000E-01    4     4811
   1041  0.10630000E+02  0.100000E-01    4     4815
   1042  0.10640000E+02  0.100000E-01    4     4819
   1043  0.10650000E+02  0.100000E-01    4     4823
   1044  0.10660000E+02  0.100000E-01    4     4827
   1045  0.10670000E+02  0.100000E-01    4     4831
   1046  0.10680000E+02  0.100000E-01    4     4835
   1047  0.10690000E+02  0.100000E-01    4     4839
   1048  0.10700000E+02  0.100000E-01    4     4843
   1049  0.10710000E+02  0.100000E-01    4     4847
   1050  0.10720000E+02  0.100000E-01    5     4852
   1051  0.10730000E+02  0.100000E-01    6     4858
   1052  0.10740000E+02  0.100000E-01    5     4863
   1053  0.10750000E+02  0.100000E-01    5     4868
   1054  0.10760000E+02  0.100000E-01    4     4872
   1055  0.10770000E+02  0.100000E-01    4     4876
   1056  0.10780000E+02  0.100000E-01    4     4880
   1057  0.10790000E+02  0.100000E-01    4     4884
   1058  0.10800000E+02  0.100000E-01    5     4889
   1059  0.10810000E+02  0.100000E-01    8     4897
   1060  0.10820000E+02  0.100000E-01    4     4901
   1061  0.10830000E+02  0.100000E-01    4     4905
   1062  0.10840000E+02  0.100000E-01    4     4909
   1063  0.10850000E+02  0.100000E-01    5     4914
   1064  0.10860000E+02  0.100000E-01    6     4920
   1065  0.10870000E+02  0.100000E-01    5     4925
   1066  0.10880000E+02  0.100000E-01    5     4930
   1067  0.10890000E+02  0.100000E-01    5     4935
   1068  0.10900000E+02  0.100000E-01    6     4941
   1069  0.10910000E+02  0.100000E-01    4     4945
   1070  0.10920000E+02  0.100000E-01    5     4950
   1071  0.10930000E+02  0.100000E-01    6     4956
   1072  0.10940000E+02  0.100000E-01    5     4961
   1073  0.10950000E+02  0.100000E-01    4     4965
   1074  0.10960000E+02  0.100000E-01    4     4969
   1075  0.10970000E+02  0.100000E-01    4     4973
   1076  0.10980000E+02  0.100000E-01    4     4977
   1077  0.10990000E+02  0.100000E-01    4     4981
   1078  0.11000000E+02  0.100000E-01    4     4985
   1079  0.11010000E+02  0.100000E-01    4     4989
   1080  0.11020000E+02  0.100000E-01    4     4993
   1081  0.11030000E+02  0.100000E-01    4     4997
   1082  0.11040000E+02  0.100000E-01    4     5001
   1083  0.11050000E+02  0.100000E-01    4     5005
   1084  0.11060000E+02  0.100000E-01    5     5010
   1085  0.11070000E+02  0.100000E-01    5     5015
   1086  0.11080000E+02  0.100000E-01    4     5019
   1087  0.11090000E+02  0.100000E-01    4     5023
   1088  0.11100000E+02  0.100000E-01    4     5027
   1089  0.11110000E+02  0.100000E-01    4     5031
   1090  0.11120000E+02  0.100000E-01    4     5035
   1091  0.11130000E+02  0.100000E-01    4     5039
   1092  0.11140000E+02  0.100000E-01    5     5044
   1093  0.11150000E+02  0.100000E-01    7     5051
   1094  0.11160000E+02  0.100000E-01    4     5055
   1095  0.11170000E+02  0.100000E-01    4     5059
   1096  0.11180000E+02  0.100000E-01    4     5063
   1097  0.11190000E+02  0.100000E-01    5     5068
   1098  0.11200000E+02  0.100000E-01    5     5073
   1099  0.11210000E+02  0.100000E-01    5     5078
   1100  0.11220000E+02  0.100000E-01    5     5083
   1101  0.11230000E+02  0.100000E-01    7     5090
   1102  0.11240000E+02  0.100000E-01    4     5094
   1103  0.11250000E+02  0.100000E-01    4     5098
   1104  0.11260000E+02  0.100000E-01    4     5102
   1105  0.11270000E+02  0.100000E-01    5     5107
   1106  0.11280000E+02  0.100000E-01    5     5112
   1107  0.11290000E+02  0.100000E-01    4     5116
   1108  0.11300000E+02  0.100000E-01    4     5120
   1109  0.11310000E+02  0.100000E-01    4     5124
   1110  0.11320000E+02  0.100000E-01    4     5128
   1111  0.11330000E+02  0.100000E-01    4     5132
   1112  0.11340000E+02  0.100000E-01    4     5136
   1113  0.11350000E+02  0.100000E-01    5     5141
   1114  0.11360000E+02  0.100000E-01    5     5146
   1115  0.11370000E+02  0.100000E-01    4     5150
   1116  0.11380000E+02  0.100000E-01    4     5154
   1117  0.11390000E+02  0.100000E-01    4     5158
   1118  0.11400000E+02  0.100000E-01    4     5162
