 FileVersion=0003


       Time         hAtm       hRoot     hKode3     hKode1      hSeep     hKode5     hKode6     hKode7     hKode8     hKode9 ... 
       [T]          [L]         [L]        [L]        [L]        [L]        [L]        [L]       [L]        [L]        [L]

        3.9800        0.0        0.0        0.0     5271.6        0.0        0.0        0.0        0.0        0.0        0.0
        3.9900        0.0        0.0        0.0     5267.0        0.0        0.0        0.0        0.0        0.0        0.0
        4.0000        0.0        0.0        0.0     5261.3        0.0        0.0        0.0        0.0        0.0        0.0
        4.0100        0.0        0.0        0.0     5254.3        0.0        0.0        0.0        0.0        0.0        0.0
        4.0200        0.0        0.0        0.0     5245.7        0.0        0.0        0.0        0.0        0.0        0.0
        4.0300        0.0        0.0        0.0     5234.4        0.0        0.0        0.0        0.0        0.0        0.0
        4.0400        0.0        0.0        0.0     5217.8        0.0        0.0        0.0        0.0        0.0        0.0
        4.0500        0.0        0.0        0.0     5205.6        0.0        0.0        0.0        0.0        0.0        0.0
        4.0600        0.0        0.0        0.0     5179.8        0.0        0.0        0.0        0.0        0.0        0.0
        4.0700        0.0        0.0        0.0     5301.5        0.0        0.0        0.0        0.0        0.0        0.0
        4.0800        0.0        0.0        0.0     5329.8        0.0        0.0        0.0        0.0        0.0        0.0
        4.0900        0.0        0.0        0.0     5333.9        0.0        0.0        0.0        0.0        0.0        0.0
        4.1000        0.0        0.0        0.0     5330.9        0.0        0.0        0.0        0.0        0.0        0.0
        4.1100        0.0        0.0        0.0     5326.2        0.0        0.0        0.0        0.0        0.0        0.0
        4.1200        0.0        0.0        0.0     5314.5        0.0        0.0        0.0        0.0        0.0        0.0
        4.1300        0.0        0.0        0.0     5344.0        0.0        0.0        0.0        0.0        0.0        0.0
        4.1400        0.0        0.0        0.0     5344.4        0.0        0.0        0.0        0.0        0.0        0.0
        4.1500        0.0        0.0        0.0     5340.5        0.0        0.0        0.0        0.0        0.0        0.0
        4.1600        0.0        0.0        0.0     5334.4        0.0        0.0        0.0        0.0        0.0        0.0
        4.1700        0.0        0.0        0.0     5334.5        0.0        0.0        0.0        0.0        0.0        0.0
        4.1800        0.0        0.0        0.0     5333.9        0.0        0.0        0.0        0.0        0.0        0.0
        4.1900        0.0        0.0        0.0     5322.9        0.0        0.0        0.0        0.0        0.0        0.0
        4.2000        0.0        0.0        0.0     5324.1        0.0        0.0        0.0        0.0        0.0        0.0
        4.2100        0.0        0.0        0.0     5336.0        0.0        0.0        0.0        0.0        0.0        0.0
        4.2200        0.0        0.0        0.0     5326.4        0.0        0.0        0.0        0.0        0.0        0.0
        4.2300        0.0        0.0        0.0     5366.0        0.0        0.0        0.0        0.0        0.0        0.0
        4.2400        0.0        0.0        0.0     5363.4        0.0        0.0        0.0        0.0        0.0        0.0
        4.2500        0.0        0.0        0.0     5364.5        0.0        0.0        0.0        0.0        0.0        0.0
        4.2600        0.0        0.0        0.0     5351.7        0.0        0.0        0.0        0.0        0.0        0.0
        4.2700        0.0        0.0        0.0     5368.8        0.0        0.0        0.0        0.0        0.0        0.0
        4.2800        0.0        0.0        0.0     5410.6        0.0        0.0        0.0        0.0        0.0        0.0
        4.2900        0.0        0.0        0.0     5406.0        0.0        0.0        0.0        0.0        0.0        0.0
        4.3000        0.0        0.0        0.0     5397.3        0.0        0.0        0.0        0.0        0.0        0.0
        4.3100        0.0        0.0        0.0     5390.2        0.0        0.0        0.0        0.0        0.0        0.0
        4.3200        0.0        0.0        0.0     5494.0        0.0        0.0        0.0        0.0        0.0        0.0
        4.3300        0.0        0.0        0.0     5484.1        0.0        0.0        0.0        0.0        0.0        0.0
        4.3400        0.0        0.0        0.0     5513.2        0.0        0.0        0.0        0.0        0.0        0.0
        4.3500        0.0        0.0        0.0     5554.4        0.0        0.0        0.0        0.0        0.0        0.0
        4.3600        0.0        0.0        0.0     5550.4        0.0        0.0        0.0        0.0        0.0        0.0
        4.3700        0.0        0.0        0.0     5537.3        0.0        0.0        0.0        0.0        0.0        0.0
        4.3800        0.0        0.0        0.0     5579.7        0.0        0.0        0.0        0.0        0.0        0.0
        4.3900        0.0        0.0        0.0     5627.2        0.0        0.0        0.0        0.0        0.0        0.0
        4.4037        0.0        0.0        0.0     5632.7        0.0        0.0        0.0        0.0        0.0        0.0
        4.4175        0.0        0.0        0.0     5637.6        0.0        0.0        0.0        0.0        0.0        0.0
        4.4312        0.0        0.0        0.0     5642.0        0.0        0.0        0.0        0.0        0.0        0.0
        4.4450        0.0        0.0        0.0     5645.8        0.0        0.0        0.0        0.0        0.0        0.0
        4.4587        0.0        0.0        0.0     5649.1        0.0        0.0        0.0        0.0        0.0        0.0
        4.4725        0.0        0.0        0.0     5651.9        0.0        0.0        0.0        0.0        0.0        0.0
        4.4862        0.0        0.0        0.0     5654.1        0.0        0.0        0.0        0.0        0.0        0.0
        4.5000        0.0        0.0        0.0     5655.7        0.0        0.0        0.0        0.0        0.0        0.0
        4.5130        0.0        0.0        0.0     5656.6        0.0        0.0        0.0        0.0        0.0        0.0
        4.5260        0.0        0.0        0.0     5656.8        0.0        0.0        0.0        0.0        0.0        0.0
        4.5390        0.0        0.0        0.0     5656.2        0.0        0.0        0.0        0.0        0.0        0.0
        4.5520        0.0        0.0        0.0     5654.4        0.0        0.0        0.0        0.0        0.0        0.0
        4.5650        0.0        0.0        0.0     5650.9        0.0        0.0        0.0        0.0        0.0        0.0
        4.5780        0.0        0.0        0.0     5644.0        0.0        0.0        0.0        0.0        0.0        0.0
        4.5910        0.0        0.0        0.0     5642.0        0.0        0.0        0.0        0.0        0.0        0.0
        4.6040        0.0        0.0        0.0     5669.0        0.0        0.0        0.0        0.0        0.0        0.0
        4.6170        0.0        0.0        0.0     5666.6        0.0        0.0        0.0        0.0        0.0        0.0
        4.6300        0.0        0.0        0.0     5662.0        0.0        0.0        0.0        0.0        0.0        0.0
        4.6430        0.0        0.0        0.0     5656.1        0.0        0.0        0.0        0.0        0.0        0.0
        4.6560        0.0        0.0        0.0     5689.8        0.0        0.0        0.0        0.0        0.0        0.0
        4.6690        0.0        0.0        0.0     5687.4        0.0        0.0        0.0        0.0        0.0        0.0
        4.6820        0.0        0.0        0.0     5681.7        0.0        0.0        0.0        0.0        0.0        0.0
        4.6950        0.0        0.0        0.0     5685.7        0.0        0.0        0.0        0.0        0.0        0.0
        4.7080        0.0        0.0        0.0     5690.3        0.0        0.0        0.0        0.0        0.0        0.0
        4.7210        0.0        0.0        0.0     5683.2        0.0        0.0        0.0        0.0        0.0        0.0
        4.7340        0.0        0.0        0.0     5687.7        0.0        0.0        0.0        0.0        0.0        0.0
        4.7470        0.0        0.0        0.0     5697.6        0.0        0.0        0.0        0.0        0.0        0.0
        4.7600        0.0        0.0        0.0     5691.6        0.0        0.0        0.0        0.0        0.0        0.0
        4.7730        0.0        0.0        0.0     5695.0        0.0        0.0        0.0        0.0        0.0        0.0
        4.7860        0.0        0.0        0.0     5719.7        0.0        0.0        0.0        0.0        0.0        0.0
        4.7990        0.0        0.0        0.0     5713.2        0.0        0.0        0.0        0.0        0.0        0.0
        4.8120        0.0        0.0        0.0     5689.8        0.0        0.0        0.0        0.0        0.0        0.0
        4.8250        0.0        0.0        0.0     5750.2        0.0        0.0        0.0        0.0        0.0        0.0
        4.8380        0.0        0.0        0.0     5747.5        0.0        0.0        0.0        0.0        0.0        0.0
        4.8510        0.0        0.0        0.0     5743.1        0.0        0.0        0.0        0.0        0.0        0.0
        4.8640        0.0        0.0        0.0     5736.6        0.0        0.0        0.0        0.0        0.0        0.0
        4.8770        0.0        0.0        0.0     5724.4        0.0        0.0        0.0        0.0        0.0        0.0
        4.8900        0.0        0.0        0.0     5738.8        0.0        0.0        0.0        0.0        0.0        0.0
        4.9030        0.0        0.0        0.0     5741.5        0.0        0.0        0.0        0.0        0.0        0.0
        4.9160        0.0        0.0        0.0     5720.3        0.0        0.0        0.0        0.0        0.0        0.0
        4.9290        0.0        0.0        0.0     5816.1        0.0        0.0        0.0        0.0        0.0        0.0
        4.9420        0.0        0.0        0.0     5847.2        0.0        0.0        0.0        0.0        0.0        0.0
        4.9550        0.0        0.0        0.0     5847.5        0.0        0.0        0.0        0.0        0.0        0.0
        4.9680        0.0        0.0        0.0     5846.6        0.0        0.0        0.0        0.0        0.0        0.0
        4.9810        0.0        0.0        0.0     5844.4        0.0        0.0        0.0        0.0        0.0        0.0
        4.9940        0.0        0.0        0.0     5836.4        0.0        0.0        0.0        0.0        0.0        0.0
        5.0070        0.0        0.0        0.0     5849.6        0.0        0.0        0.0        0.0        0.0        0.0
        5.0200        0.0        0.0        0.0     5845.1        0.0        0.0        0.0        0.0        0.0        0.0
        5.0330        0.0        0.0        0.0     5840.0        0.0        0.0        0.0        0.0        0.0        0.0
        5.0460        0.0        0.0        0.0     5849.1        0.0        0.0        0.0        0.0        0.0        0.0
        5.0590        0.0        0.0        0.0     5837.6        0.0        0.0        0.0        0.0        0.0        0.0
        5.0720        0.0        0.0        0.0     5855.0        0.0        0.0        0.0        0.0        0.0        0.0
        5.0850        0.0        0.0        0.0     5886.7        0.0        0.0        0.0        0.0        0.0        0.0
        5.0980        0.0        0.0        0.0     5884.6        0.0        0.0        0.0        0.0        0.0        0.0
        5.1110        0.0        0.0        0.0     5881.1        0.0        0.0        0.0        0.0        0.0        0.0
        5.1240        0.0        0.0        0.0     5875.4        0.0        0.0        0.0        0.0        0.0        0.0
        5.1370        0.0        0.0        0.0     5865.9        0.0        0.0        0.0        0.0        0.0        0.0
        5.1500        0.0        0.0        0.0     5857.5        0.0        0.0        0.0        0.0        0.0        0.0
        5.1630        0.0        0.0        0.0     5892.3        0.0        0.0        0.0        0.0        0.0        0.0
        5.1760        0.0        0.0        0.0     5920.2        0.0        0.0        0.0        0.0        0.0        0.0
        5.1890        0.0        0.0        0.0     5919.1        0.0        0.0        0.0        0.0        0.0        0.0
        5.2020        0.0        0.0        0.0     5914.6        0.0        0.0        0.0        0.0        0.0        0.0
        5.2150        0.0        0.0        0.0     5904.5        0.0        0.0        0.0        0.0        0.0        0.0
        5.2280        0.0        0.0        0.0     5917.1        0.0        0.0        0.0        0.0        0.0        0.0
        5.2410        0.0        0.0        0.0     5987.2        0.0        0.0        0.0        0.0        0.0        0.0
        5.2540        0.0        0.0        0.0     6006.2        0.0        0.0        0.0        0.0        0.0        0.0
        5.2670        0.0        0.0        0.0     6006.5        0.0        0.0        0.0        0.0        0.0        0.0
        5.2800        0.0        0.0        0.0     6005.7        0.0        0.0        0.0        0.0        0.0        0.0
        5.2930        0.0        0.0        0.0     6002.7        0.0        0.0        0.0        0.0        0.0        0.0
        5.3060        0.0        0.0        0.0     5995.8        0.0        0.0        0.0        0.0        0.0        0.0
        5.3190        0.0        0.0        0.0     6004.5        0.0        0.0        0.0        0.0        0.0        0.0
        5.3290        0.0        0.0        0.0     5997.1        0.0        0.0        0.0        0.0        0.0        0.0
        5.3390        0.0        0.0        0.0     5987.3        0.0        0.0        0.0        0.0        0.0        0.0
        5.3490        0.0        0.0        0.0     6044.2        0.0        0.0        0.0        0.0        0.0        0.0
        5.3590        0.0        0.0        0.0     6053.4        0.0        0.0        0.0        0.0        0.0        0.0
        5.3690        0.0        0.0        0.0     6054.3        0.0        0.0        0.0        0.0        0.0        0.0
        5.3790        0.0        0.0        0.0     6054.6        0.0        0.0        0.0        0.0        0.0        0.0
        5.3890        0.0        0.0        0.0     6054.3        0.0        0.0        0.0        0.0        0.0        0.0
        5.3990        0.0        0.0        0.0     6052.4        0.0        0.0        0.0        0.0        0.0        0.0
        5.4090        0.0        0.0        0.0     6050.5        0.0        0.0        0.0        0.0        0.0        0.0
        5.4190        0.0        0.0        0.0     6060.1        0.0        0.0        0.0        0.0        0.0        0.0
        5.4290        0.0        0.0        0.0     6060.3        0.0        0.0        0.0        0.0        0.0        0.0
        5.4390        0.0        0.0        0.0     6071.2        0.0        0.0        0.0        0.0        0.0        0.0
        5.4490        0.0        0.0        0.0     6070.9        0.0        0.0        0.0        0.0        0.0        0.0
        5.4590        0.0        0.0        0.0     6069.7        0.0        0.0        0.0        0.0        0.0        0.0
        5.4690        0.0        0.0        0.0     6067.4        0.0        0.0        0.0        0.0        0.0        0.0
        5.4790        0.0        0.0        0.0     6061.7        0.0        0.0        0.0        0.0        0.0        0.0
        5.4890        0.0        0.0        0.0     6081.2        0.0        0.0        0.0        0.0        0.0        0.0
        5.4990        0.0        0.0        0.0     6085.5        0.0        0.0        0.0        0.0        0.0        0.0
        5.5090        0.0        0.0        0.0     6083.0        0.0        0.0        0.0        0.0        0.0        0.0
        5.5190        0.0        0.0        0.0     6079.3        0.0        0.0        0.0        0.0        0.0        0.0
        5.5290        0.0        0.0        0.0     6073.6        0.0        0.0        0.0        0.0        0.0        0.0
        5.5390        0.0        0.0        0.0     6063.1        0.0        0.0        0.0        0.0        0.0        0.0
        5.5490        0.0        0.0        0.0     6072.5        0.0        0.0        0.0        0.0        0.0        0.0
        5.5590        0.0        0.0        0.0     6106.8        0.0        0.0        0.0        0.0        0.0        0.0
        5.5690        0.0        0.0        0.0     6115.7        0.0        0.0        0.0        0.0        0.0        0.0
        5.5790        0.0        0.0        0.0     6112.1        0.0        0.0        0.0        0.0        0.0        0.0
        5.5890        0.0        0.0        0.0     6104.8        0.0        0.0        0.0        0.0        0.0        0.0
        5.5990        0.0        0.0        0.0     6106.2        0.0        0.0        0.0        0.0        0.0        0.0
        5.6090        0.0        0.0        0.0     6139.9        0.0        0.0        0.0        0.0        0.0        0.0
        5.6190        0.0        0.0        0.0     6139.6        0.0        0.0        0.0        0.0        0.0        0.0
        5.6290        0.0        0.0        0.0     6138.6        0.0        0.0        0.0        0.0        0.0        0.0
        5.6390        0.0        0.0        0.0     6136.9        0.0        0.0        0.0        0.0        0.0        0.0
        5.6490        0.0        0.0        0.0     6133.8        0.0        0.0        0.0        0.0        0.0        0.0
        5.6590        0.0        0.0        0.0     6125.4        0.0        0.0        0.0        0.0        0.0        0.0
        5.6690        0.0        0.0        0.0     6141.3        0.0        0.0        0.0        0.0        0.0        0.0
        5.6790        0.0        0.0        0.0     6136.9        0.0        0.0        0.0        0.0        0.0        0.0
        5.6890        0.0        0.0        0.0     6128.6        0.0        0.0        0.0        0.0        0.0        0.0
        5.6990        0.0        0.0        0.0     6128.1        0.0        0.0        0.0        0.0        0.0        0.0
        5.7090        0.0        0.0        0.0     6209.0        0.0        0.0        0.0        0.0        0.0        0.0
        5.7190        0.0        0.0        0.0     6209.7        0.0        0.0        0.0        0.0        0.0        0.0
        5.7290        0.0        0.0        0.0     6210.1        0.0        0.0        0.0        0.0        0.0        0.0
        5.7390        0.0        0.0        0.0     6210.0        0.0        0.0        0.0        0.0        0.0        0.0
        5.7490        0.0        0.0        0.0     6209.4        0.0        0.0        0.0        0.0        0.0        0.0
        5.7590        0.0        0.0        0.0     6208.4        0.0        0.0        0.0        0.0        0.0        0.0
        5.7690        0.0        0.0        0.0     6206.8        0.0        0.0        0.0        0.0        0.0        0.0
        5.7790        0.0        0.0        0.0     6204.4        0.0        0.0        0.0        0.0        0.0        0.0
        5.7890        0.0        0.0        0.0     6200.9        0.0        0.0        0.0        0.0        0.0        0.0
        5.7990        0.0        0.0        0.0     6195.6        0.0        0.0        0.0        0.0        0.0        0.0
        5.8090        0.0        0.0        0.0     6184.5        0.0        0.0        0.0        0.0        0.0        0.0
        5.8190        0.0        0.0        0.0     6205.6        0.0        0.0        0.0        0.0        0.0        0.0
        5.8290        0.0        0.0        0.0     6214.4        0.0        0.0        0.0        0.0        0.0        0.0
        5.8390        0.0        0.0        0.0     6212.6        0.0        0.0        0.0        0.0        0.0        0.0
        5.8490        0.0        0.0        0.0     6210.1        0.0        0.0        0.0        0.0        0.0        0.0
        5.8590        0.0        0.0        0.0     6206.9        0.0        0.0        0.0        0.0        0.0        0.0
        5.8690        0.0        0.0        0.0     6202.7        0.0        0.0        0.0        0.0        0.0        0.0
        5.8790        0.0        0.0        0.0     6196.9        0.0        0.0        0.0        0.0        0.0        0.0
        5.8890        0.0        0.0        0.0     6187.7        0.0        0.0        0.0        0.0        0.0        0.0
        5.8990        0.0        0.0        0.0     6189.4        0.0        0.0        0.0        0.0        0.0        0.0
        5.9091        0.0        0.0        0.0     6207.5        0.0        0.0        0.0        0.0        0.0        0.0
        5.9192        0.0        0.0        0.0     6216.1        0.0        0.0        0.0        0.0        0.0        0.0
        5.9293        0.0        0.0        0.0     6209.8        0.0        0.0        0.0        0.0        0.0        0.0
        5.9394        0.0        0.0        0.0     6211.9        0.0        0.0        0.0        0.0        0.0        0.0
        5.9495        0.0        0.0        0.0     6248.6        0.0        0.0        0.0        0.0        0.0        0.0
        5.9596        0.0        0.0        0.0     6253.1        0.0        0.0        0.0        0.0        0.0        0.0
        5.9697        0.0        0.0        0.0     6251.9        0.0        0.0        0.0        0.0        0.0        0.0
        5.9798        0.0        0.0        0.0     6249.6        0.0        0.0        0.0        0.0        0.0        0.0
        5.9899        0.0        0.0        0.0     6251.4        0.0        0.0        0.0        0.0        0.0        0.0
        6.0000        0.0        0.0        0.0     6264.5        0.0        0.0        0.0        0.0        0.0        0.0
        6.0100        0.0        0.0        0.0     6262.3        0.0        0.0        0.0        0.0        0.0        0.0
        6.0200        0.0        0.0        0.0     6259.0        0.0        0.0        0.0        0.0        0.0        0.0
        6.0300        0.0        0.0        0.0     6253.7        0.0        0.0        0.0        0.0        0.0        0.0
        6.0400        0.0        0.0        0.0     6252.5        0.0        0.0        0.0        0.0        0.0        0.0
        6.0500        0.0        0.0        0.0     6269.5        0.0        0.0        0.0        0.0        0.0        0.0
        6.0600        0.0        0.0        0.0     6277.7        0.0        0.0        0.0        0.0        0.0        0.0
        6.0700        0.0        0.0        0.0     6298.6        0.0        0.0        0.0        0.0        0.0        0.0
        6.0800        0.0        0.0        0.0     6289.4        0.0        0.0        0.0        0.0        0.0        0.0
        6.0900        0.0        0.0        0.0     6303.9        0.0        0.0        0.0        0.0        0.0        0.0
        6.1000        0.0        0.0        0.0     6309.0        0.0        0.0        0.0        0.0        0.0        0.0
        6.1100        0.0        0.0        0.0     6302.5        0.0        0.0        0.0        0.0        0.0        0.0
        6.1200        0.0        0.0        0.0     6359.2        0.0        0.0        0.0        0.0        0.0        0.0
        6.1300        0.0        0.0        0.0     6356.9        0.0        0.0        0.0        0.0        0.0        0.0
        6.1400        0.0        0.0        0.0     6353.3        0.0        0.0        0.0        0.0        0.0        0.0
        6.1500        0.0        0.0        0.0     6348.1        0.0        0.0        0.0        0.0        0.0        0.0
        6.1600        0.0        0.0        0.0     6338.9        0.0        0.0        0.0        0.0        0.0        0.0
        6.1700        0.0        0.0        0.0     6343.6        0.0        0.0        0.0        0.0        0.0        0.0
        6.1800        0.0        0.0        0.0     6323.8        0.0        0.0        0.0        0.0        0.0        0.0
        6.1900        0.0        0.0        0.0     6374.8        0.0        0.0        0.0        0.0        0.0        0.0
        6.2000        0.0        0.0        0.0     6369.7        0.0        0.0        0.0        0.0        0.0        0.0
        6.2100        0.0        0.0        0.0     6358.9        0.0        0.0        0.0        0.0        0.0        0.0
        6.2200        0.0        0.0        0.0     6381.2        0.0        0.0        0.0        0.0        0.0        0.0
        6.2300        0.0        0.0        0.0     6397.3        0.0        0.0        0.0        0.0        0.0        0.0
        6.2400        0.0        0.0        0.0     6391.1        0.0        0.0        0.0        0.0        0.0        0.0
        6.2500        0.0        0.0        0.0     6382.0        0.0        0.0        0.0        0.0        0.0        0.0
        6.2600        0.0        0.0        0.0     6454.1        0.0        0.0        0.0        0.0        0.0        0.0
        6.2700        0.0        0.0        0.0     6474.7        0.0        0.0        0.0        0.0        0.0        0.0
        6.2800        0.0        0.0        0.0     6475.7        0.0        0.0        0.0        0.0        0.0        0.0
        6.2900        0.0        0.0        0.0     6516.2        0.0        0.0        0.0        0.0        0.0        0.0
        6.3000        0.0        0.0        0.0     6515.2        0.0        0.0        0.0        0.0        0.0        0.0
        6.3100        0.0        0.0        0.0     6512.3        0.0        0.0        0.0        0.0        0.0        0.0
        6.3200        0.0        0.0        0.0     6513.6        0.0        0.0        0.0        0.0        0.0        0.0
        6.3300        0.0        0.0        0.0     6517.6        0.0        0.0        0.0        0.0        0.0        0.0
        6.3400        0.0        0.0        0.0     6508.6        0.0        0.0        0.0        0.0        0.0        0.0
        6.3500        0.0        0.0        0.0     6514.6        0.0        0.0        0.0        0.0        0.0        0.0
        6.3600        0.0        0.0        0.0     6552.0        0.0        0.0        0.0        0.0        0.0        0.0
        6.3700        0.0        0.0        0.0     6590.0        0.0        0.0        0.0        0.0        0.0        0.0
        6.3800        0.0        0.0        0.0     6602.3        0.0        0.0        0.0        0.0        0.0        0.0
        6.3900        0.0        0.0        0.0     6602.5        0.0        0.0        0.0        0.0        0.0        0.0
        6.4000        0.0        0.0        0.0     6601.3        0.0        0.0        0.0        0.0        0.0        0.0
        6.4100        0.0        0.0        0.0     6598.6        0.0        0.0        0.0        0.0        0.0        0.0
        6.4200        0.0        0.0        0.0     6592.2        0.0        0.0        0.0        0.0        0.0        0.0
        6.4300        0.0        0.0        0.0     6566.7        0.0        0.0        0.0        0.0        0.0        0.0
        6.4400        0.0        0.0        0.0     6647.8        0.0        0.0        0.0        0.0        0.0        0.0
        6.4500        0.0        0.0        0.0     6651.5        0.0        0.0        0.0        0.0        0.0        0.0
        6.4600        0.0        0.0        0.0     6652.5        0.0        0.0        0.0        0.0        0.0        0.0
        6.4700        0.0        0.0        0.0     6652.7        0.0        0.0        0.0        0.0        0.0        0.0
        6.4800        0.0        0.0        0.0     6651.9        0.0        0.0        0.0        0.0        0.0        0.0
        6.4900        0.0        0.0        0.0     6649.5        0.0        0.0        0.0        0.0        0.0        0.0
        6.5000        0.0        0.0        0.0     6644.4        0.0        0.0        0.0        0.0        0.0        0.0
        6.5100        0.0        0.0        0.0     6621.5        0.0        0.0        0.0        0.0        0.0        0.0
        6.5200        0.0        0.0        0.0     6708.1        0.0        0.0        0.0        0.0        0.0        0.0
        6.5300        0.0        0.0        0.0     6707.7        0.0        0.0        0.0        0.0        0.0        0.0
        6.5400        0.0        0.0        0.0     6705.3        0.0        0.0        0.0        0.0        0.0        0.0
        6.5500        0.0        0.0        0.0     6695.2        0.0        0.0        0.0        0.0        0.0        0.0
        6.5600        0.0        0.0        0.0     6776.2        0.0        0.0        0.0        0.0        0.0        0.0
        6.5700        0.0        0.0        0.0     6792.3        0.0        0.0        0.0        0.0        0.0        0.0
        6.5800        0.0        0.0        0.0     6793.1        0.0        0.0        0.0        0.0        0.0        0.0
        6.5900        0.0        0.0        0.0     6793.4        0.0        0.0        0.0        0.0        0.0        0.0
        6.6000        0.0        0.0        0.0     6793.4        0.0        0.0        0.0        0.0        0.0        0.0
        6.6100        0.0        0.0        0.0     6792.8        0.0        0.0        0.0        0.0        0.0        0.0
        6.6200        0.0        0.0        0.0     6791.4        0.0        0.0        0.0        0.0        0.0        0.0
        6.6300        0.0        0.0        0.0     6789.4        0.0        0.0        0.0        0.0        0.0        0.0
        6.6400        0.0        0.0        0.0     6786.3        0.0        0.0        0.0        0.0        0.0        0.0
        6.6500        0.0        0.0        0.0     6782.1        0.0        0.0        0.0        0.0        0.0        0.0
        6.6600        0.0        0.0        0.0     6775.8        0.0        0.0        0.0        0.0        0.0        0.0
        6.6700        0.0        0.0        0.0     6763.0        0.0        0.0        0.0        0.0        0.0        0.0
        6.6800        0.0        0.0        0.0     6773.3        0.0        0.0        0.0        0.0        0.0        0.0
        6.6900        0.0        0.0        0.0     6787.3        0.0        0.0        0.0        0.0        0.0        0.0
        6.7000        0.0        0.0        0.0     6801.4        0.0        0.0        0.0        0.0        0.0        0.0
        6.7100        0.0        0.0        0.0     6802.8        0.0        0.0        0.0        0.0        0.0        0.0
        6.7200        0.0        0.0        0.0     6795.3        0.0        0.0        0.0        0.0        0.0        0.0
        6.7300        0.0        0.0        0.0     6843.1        0.0        0.0        0.0        0.0        0.0        0.0
        6.7400        0.0        0.0        0.0     6839.8        0.0        0.0        0.0        0.0        0.0        0.0
        6.7500        0.0        0.0        0.0     6832.2        0.0        0.0        0.0        0.0        0.0        0.0
        6.7600        0.0        0.0        0.0     6856.7        0.0        0.0        0.0        0.0        0.0        0.0
        6.7700        0.0        0.0        0.0     6896.0        0.0        0.0        0.0        0.0        0.0        0.0
        6.7800        0.0        0.0        0.0     6896.9        0.0        0.0        0.0        0.0        0.0        0.0
        6.7900        0.0        0.0        0.0     6897.5        0.0        0.0        0.0        0.0        0.0        0.0
        6.8000        0.0        0.0        0.0     6897.9        0.0        0.0        0.0        0.0        0.0        0.0
        6.8100        0.0        0.0        0.0     6897.7        0.0        0.0        0.0        0.0        0.0        0.0
        6.8200        0.0        0.0        0.0     6897.2        0.0        0.0        0.0        0.0        0.0        0.0
        6.8300        0.0        0.0        0.0     6896.3        0.0        0.0        0.0        0.0        0.0        0.0
        6.8400        0.0        0.0        0.0     6894.8        0.0        0.0        0.0        0.0        0.0        0.0
        6.8500        0.0        0.0        0.0     6892.8        0.0        0.0        0.0        0.0        0.0        0.0
        6.8600        0.0        0.0        0.0     6889.7        0.0        0.0        0.0        0.0        0.0        0.0
        6.8700        0.0        0.0        0.0     6885.2        0.0        0.0        0.0        0.0        0.0        0.0
        6.8800        0.0        0.0        0.0     6876.5        0.0        0.0        0.0        0.0        0.0        0.0
        6.8900        0.0        0.0        0.0     6892.8        0.0        0.0        0.0        0.0        0.0        0.0
        6.9000        0.0        0.0        0.0     6895.6        0.0        0.0        0.0        0.0        0.0        0.0
        6.9100        0.0        0.0        0.0     6886.0        0.0        0.0        0.0        0.0        0.0        0.0
        6.9200        0.0        0.0        0.0     6904.5        0.0        0.0        0.0        0.0        0.0        0.0
        6.9300        0.0        0.0        0.0     6899.9        0.0        0.0        0.0        0.0        0.0        0.0
        6.9400        0.0        0.0        0.0     6893.0        0.0        0.0        0.0        0.0        0.0        0.0
        6.9500        0.0        0.0        0.0     6880.5        0.0        0.0        0.0        0.0        0.0        0.0
        6.9600        0.0        0.0        0.0     6918.9        0.0        0.0        0.0        0.0        0.0        0.0
        6.9700        0.0        0.0        0.0     6949.2        0.0        0.0        0.0        0.0        0.0        0.0
        6.9800        0.0        0.0        0.0     6958.9        0.0        0.0        0.0        0.0        0.0        0.0
        6.9900        0.0        0.0        0.0     6984.0        0.0        0.0        0.0        0.0        0.0        0.0
        7.0000        0.0        0.0        0.0     6982.3        0.0        0.0        0.0        0.0        0.0        0.0
        7.0100        0.0        0.0        0.0     6979.7        0.0        0.0        0.0        0.0        0.0        0.0
        7.0200        0.0        0.0        0.0     6976.4        0.0        0.0        0.0        0.0        0.0        0.0
        7.0300        0.0        0.0        0.0     6972.0        0.0        0.0        0.0        0.0        0.0        0.0
        7.0400        0.0        0.0        0.0     6966.3        0.0        0.0        0.0        0.0        0.0        0.0
        7.0500        0.0        0.0        0.0     6957.7        0.0        0.0        0.0        0.0        0.0        0.0
        7.0600        0.0        0.0        0.0     6935.7        0.0        0.0        0.0        0.0        0.0        0.0
        7.0700        0.0        0.0        0.0     6965.5        0.0        0.0        0.0        0.0        0.0        0.0
        7.0800        0.0        0.0        0.0     6958.6        0.0        0.0        0.0        0.0        0.0        0.0
        7.0900        0.0        0.0        0.0     6948.1        0.0        0.0        0.0        0.0        0.0        0.0
        7.1000        0.0        0.0        0.0     6923.0        0.0        0.0        0.0        0.0        0.0        0.0
        7.1100        0.0        0.0        0.0     6996.0        0.0        0.0        0.0        0.0        0.0        0.0
        7.1200        0.0        0.0        0.0     7014.0        0.0        0.0        0.0        0.0        0.0        0.0
        7.1300        0.0        0.0        0.0     7024.2        0.0        0.0        0.0        0.0        0.0        0.0
        7.1400        0.0        0.0        0.0     7023.5        0.0        0.0        0.0        0.0        0.0        0.0
