 FileVersion=0003


       Time         hAtm       hRoot     hKode3     hKode1      hSeep     hKode5     hKode6     hKode7     hKode8     hKode9 ... 
       [T]          [L]         [L]        [L]        [L]        [L]        [L]        [L]       [L]        [L]        [L]

        0.9385        0.0        0.0        0.0     3595.1        0.0        0.0        0.0        0.0        0.0        0.0
        0.9485        0.0        0.0        0.0     3558.0        0.0        0.0        0.0        0.0        0.0        0.0
        0.9585        0.0        0.0        0.0     3520.7        0.0        0.0        0.0        0.0        0.0        0.0
        0.9685        0.0        0.0        0.0     3610.3        0.0        0.0        0.0        0.0        0.0        0.0
        0.9785        0.0        0.0        0.0     3600.6        0.0        0.0        0.0        0.0        0.0        0.0
        0.9885        0.0        0.0        0.0     3581.5        0.0        0.0        0.0        0.0        0.0        0.0
        0.9985        0.0        0.0        0.0     3551.0        0.0        0.0        0.0        0.0        0.0        0.0
        1.0085        0.0        0.0        0.0     3651.3        0.0        0.0        0.0        0.0        0.0        0.0
        1.0185        0.0        0.0        0.0     3645.7        0.0        0.0        0.0        0.0        0.0        0.0
        1.0285        0.0        0.0        0.0     3635.5        0.0        0.0        0.0        0.0        0.0        0.0
        1.0385        0.0        0.0        0.0     3640.5        0.0        0.0        0.0        0.0        0.0        0.0
        1.0485        0.0        0.0        0.0     3616.1        0.0        0.0        0.0        0.0        0.0        0.0
        1.0585        0.0        0.0        0.0     3651.8        0.0        0.0        0.0        0.0        0.0        0.0
        1.0685        0.0        0.0        0.0     3664.3        0.0        0.0        0.0        0.0        0.0        0.0
        1.0785        0.0        0.0        0.0     3652.4        0.0        0.0        0.0        0.0        0.0        0.0
        1.0885        0.0        0.0        0.0     3634.8        0.0        0.0        0.0        0.0        0.0        0.0
        1.0985        0.0        0.0        0.0     3607.1        0.0        0.0        0.0        0.0        0.0        0.0
        1.1085        0.0        0.0        0.0     3531.5        0.0        0.0        0.0        0.0        0.0        0.0
        1.1185        0.0        0.0        0.0     3627.9        0.0        0.0        0.0        0.0        0.0        0.0
        1.1285        0.0        0.0        0.0     3578.8        0.0        0.0        0.0        0.0        0.0        0.0
        1.1385        0.0        0.0        0.0     3648.2        0.0        0.0        0.0        0.0        0.0        0.0
        1.1485        0.0        0.0        0.0     3657.6        0.0        0.0        0.0        0.0        0.0        0.0
        1.1585        0.0        0.0        0.0     3689.7        0.0        0.0        0.0        0.0        0.0        0.0
        1.1685        0.0        0.0        0.0     3670.5        0.0        0.0        0.0        0.0        0.0        0.0
        1.1785        0.0        0.0        0.0     3640.6        0.0        0.0        0.0        0.0        0.0        0.0
        1.1885        0.0        0.0        0.0     3644.9        0.0        0.0        0.0        0.0        0.0        0.0
        1.1985        0.0        0.0        0.0     3731.5        0.0        0.0        0.0        0.0        0.0        0.0
        1.2085        0.0        0.0        0.0     3858.1        0.0        0.0        0.0        0.0        0.0        0.0
        1.2185        0.0        0.0        0.0     3865.7        0.0        0.0        0.0        0.0        0.0        0.0
        1.2285        0.0        0.0        0.0     3870.4        0.0        0.0        0.0        0.0        0.0        0.0
